Using methods used in past work	using the same method as	In this paper, the distortion probability in equation (2) is estimated during decoding, using the same method as described in Pharaoh (CITE-p-21-1-10).	D07-1030_s-6-1-1-0
Description of the process	were collected	In total, over 10,000 commands were collected through the game.	S14-2006_s-6-1-0-0
Criteria for selection	inclusion criteria	Inclusion criteria for the control group were elderlies with no cognitive deficits and preservation of functional capacity in everyday life.	P17-1118_s-8-4-0-2
Description of the process	in order to identify	Keywords are used both in order to identify thematically relevant tweets and also targets.	E17-1046_s-5-1-0-6
Methodology used in past work	a long tradition	Learning mechanisms for disambiguating word senses have a long tradition in the WSD field.	S01-1031_s-5-1-0-0
Methodology used in past work	have been developed	Logical forms for other VNMAs have been developed along similar lines.	E03-1067_s-5-3-0-1
Reasons why a method was adopted or rejected	was chosen because	Logistic regression was chosen because it produces a model with high performance and results that are easily interpretable.	D13-1094_s-5-1-0-1
Methodology used in past work	methods exist	Many methods exist for clustering, e.g., (CITE-p-15-1-0, CITE-p-15-1-4, CITE-p-15-1-21, CITE-p-15-1-11).	E06-1050_s-5-1-0-3
Using methods used in past work	by adapting	Model 0 can be parsed by adapting standard top-down or bottom-up chart parsing techniques.	P10-1001_s-9-6-1-0
Description of the process	were identified	Negation relations were identified using the output of the dependency parser.	S14-2070_s-5-7-0-2
Description of the process	were generated	Negative examples were generated by randomly shuffling the original set of 1385 pairs.	D16-1234_s-4-1-2-2
Characteristics of samples or data	met the criteria	No children met the criteria for a language impairment, and there were no significant between-group differences in age or full-scale IQ.	P15-2035_s-3-1-0-2
Characteristics of samples or data	met the criteria	None of the participants analyzed here met the criteria for language impairment, and the two groups were selected so that there were no statistically significant differences (via two-tailed t-test) between the groups in chronological age, verbal IQ, and full scale IQ.	P17-2006_s-4-1-0-2
Description of the process	were normalised	Note that all species words (e.g., Drosophila) were normalised to “SPECIESWORD”, and entities (e.g., Kip3) to “ENTITY”, which not only reduces the noise in the feature set, but also makes the model more species-generic.	D09-1157_s-9-3-1-8
Description of the process	were completed	Once these games were completed, we prioritized ordering based on object category to include a comprehensive range of objects.	D14-1086_s-9-1-0-3
Reasons why a method was adopted or rejected	one advantage of	One advantage of the RNN is that it considers the word order in the event expression, which can be important.	N18-1174_s-7-1-2-1
Reasons why a method was adopted or rejected	one advantage of	One advantage of the discriminative method is that it enables us to incorporate arbitrary features.	D13-1026_s-8-1-0-0
Methodology used in past work	the most well-known	One of the most well known is the lexicalized reordering model (CITE-p-23-1-16).	E09-1043_s-16-1-0-1
Characteristics of samples or data	were included in	Only wordforms that did not appear in the first gold standard were included in the second one.	E09-1015_s-12-3-3-2
Using methods used in past work	based on * proposed by	Our CNN implementation is based on the architecture proposed by CITE-p-12-1-4.	S16-1043_s-4-1-0-0
Description of the process	were run	Our tests were run without any selection of a subject area.	E97-1015_s-8-3-7-0
Description of the process	were identified	Paragraphs were identified based on formatting information available in the articles.	P11-2117_s-4-1-1-1
Reasons why a method was adopted or rejected	was selected for	Parsing: partsof-speech and constituency parsing using a shift-reduce parser 2 , which was selected for its speed over accuracy.	S17-2108_s-5-5-5-1
Description of the process	were coded	Questions were coded simply by the presence of question marks.	N09-1072_s-8-4-1-3
Methodology used in past work	one of the most common	Reuters-21578 6 is one of the most common testbeds for text categorization.	P06-1133_s-5-8-2-1
Description of the process	were identified	Seven possible types of relationships between TREATMENT and DISEASE were identified.	P04-1055_s-4-1-0-2
Methodology used in past work	methods have been proposed	Several methods have been proposed for SMT using pivot languages.	P15-2094_s-6-1-0-0
Methodology used in past work	methods have been proposed	Several methods have been proposed for smoothing ME models (see CITE-p-7-1-3).	E03-1071_s-3-1-0-0
Methodology used in past work	traditionally	Singular value decomposition (SVD) is traditionally used to perform this factorization.	D13-1090_s-4-1-0-3
Description of the process	were administered	Six different surveys, each including approximately 50 stimulus words, were administered for each region.	D17-1241_s-4-3-1-2
Characteristics of samples or data	over half	Slightly over half of the definitions have a length of 5–16 words; 75% have lengths between 3 and 23 words.	D13-1073_s-12-4-0-5
Methodology used in past work	the most popular methods	Support vector machines (SVMs) are one of the most popular methods for text classification, largely because they can automatically weight large numbers of features, capturing feature interactions in the process (CITE-p-18-1-13, CITE-p-18-3-5).	N10-1027_s-9-1-0-0
Characteristics of samples or data	were divided into	The 79 subcategories were divided into training and testing segments.	S12-1047_s-8-1-0-0
Reasons why a method was adopted or rejected	the advantages of	The advantages of the new formulation are summarized in Table 1.	N04-2010_s-3-7-1-12
Reasons why a method was adopted or rejected	the benefit of this approach	The benefit of this approach is that the calculation for merging two clusters depends only on coreference decisions between individual strings, which can be calculated independently.	N07-1016_s-9-1-1-1
Reasons why a method was adopted or rejected	the benefit of this approach	The benefit of this approach lies in its generalisation power: once a function between the two semantic spaces is learnt, it can be used to see how an unseen concept relates to other concepts, just by looking at an image of that concept.	N16-1071_s-5-5-1-0
Criteria for selection	was drawn from	The choice of related pairs in this dataset was drawn from VCL in the following way.	N18-2032_s-8-1-0-0
Description of the process	was calculated using	The coreference feature value was calculated using clusters of coreferential entities.	S14-2139_s-5-3-1-1
Characteristics of samples or data	was divided into	The corpus was divided into training (75%) and testing (25%) sets.	N06-3006_s-5-4-1-0
Criteria for selection	criteria for selecting	The criteria for selecting the next candidate sentence to annotate can then be described as: MATH-p-9-9-0 where MATH-p-9-11-0	P13-3011_s-9-8-1-0
Reasons why a method was adopted or rejected	was chosen to	The cutoff of 20% was chosen to allow a few variations for most phones.	N09-3006_s-12-2-1-1
Reasons why a method was adopted or rejected	was chosen to	The data split was chosen to have minimal overlap between discriminant features.	S18-1170_s-3-3-3-2
Description of the process	was obtained from	The dataset was obtained from a previous study conducted by the authors.	P17-1131_s-4-1-0-1
Description of the process	were performed	The experiments were performed on an i5, 2.8 GHz processor.	D14-1171_s-4-10-0-6
Description of the process	to see if	The experts could access the premises to see if unclear references can be resolved.	E17-1105_s-13-6-1-0
Characteristics of samples or data	were recruited from	The first dataset called LabWriting consists of 93 patients with schizophrenia who were recruited from sites in both Washington, D.C. and New York City.	S17-1028_s-4-1-0-0
Description of the process	the first step was to	The first step was to identify the languages which are syntactically related to the surprise languages and whose treebanks are in Universal Dependency corpus.	K17-3019_s-5-3-1-0
Description of the process	were gathered	The human ratings were gathered using the Magnitude Estimation technique (CITE-p-13-1-0).	E06-1044_s-5-1-4-7
Description of the process	to prevent	The input order is randomized, to prevent spurious order effects.	P16-3010_s-8-1-1-1
Description of the process	were asked to	The judges were asked to draw lines between matching sentences.	J93-1004_s-7-1-1-3
Reasons why a method was adopted or rejected	the main disadvantage of	The main disadvantage of simple concatenation is that word embeddings are commonly used to initialize words in DNN systems; thus, the high-dimensionality of concatenated embeddings causes a great increase in training parameters.	P16-1128_s-6-4-1-3
Description of the process	was set at	The number of latent dimensions for the SVD-reduced space was set at 300 after testing the performance using 300, 600 and 900 latent dimensions.	D12-1112_s-8-5-1-2
Characteristics of samples or data	were recruited from	The participants were recruited from the Gothenburg MCI study, which is a large longitudinal study on mild cognitive impairment (CITE-p-17-5-7).	D17-1108_s-5-1-0-0
Criteria for selection	selected * on the basis of	The predictors described above were selected for inclusion in a larger ensemble on the basis of their performance on the development set.	S15-2002_s-8-1-0-0
Description of the process	were generated	The pronunciations were generated using CMU Dictionary and later manually corrected.	N07-2003_s-4-3-1-7
Description of the process	was set at	The reward was set at $0.10 per translation, or roughly $0.005 per word.	P11-1122_s-6-1-1-2
Reasons why a method was adopted or rejected	approach was used to	The same approach was used to extract sentences with the false-friend sense of the partial cognate, only this time we used the false-friend English words.	P06-1056_s-6-1-3-0
Description of the process	were coded	The sentences were coded by five crowdsourced workers and one expert.	E17-2037_s-4-1-0-4
Description of the process	was set at	The threshold was set at 200 words of automatically scraped body text of a linked document.	D13-1142_s-5-1-0-4
Criteria for selection	selected * on the basis of	The verbs were selected from Levin's classes on the basis of our intuitive judgment that they are likely to be used with sufficient frequency to be found in the corpus we had available.	E99-1007_s-8-1-4-0
Methodology used in past work	there are a number of methods	There are a number of methods and tools available to carry out this training of feature values.	P03-1040_s-13-5-5-1
Methodology used in past work	there are a number of methods	There are a number of methods for this purpose (CITE-p-14-1-7, CITE-p-14-3-4, CITE-p-14-1-6, CITE-p-14-1-19).	E17-1112_s-4-1-1-3
Methodology used in past work	there are a number of methods	There are a number of methods to form the document-term matrix MATH-w-6-8-2-11.	D10-1025_s-6-8-2-0
Criteria for selection	only included in	These features were only included in our second run yiGou-midbaitu.	S15-2014_s-8-10-1-5
Criteria for selection	selected * on the basis of	These hashtags were selected on the basis of a nearest-neighbor search of the word embedding space.	S16-1074_s-7-3-1-1
Description of the process	prior to	These statistics are calculated prior to consolidating multiple annotators’ work.	P16-1126_s-8-8-0-1
Characteristics of samples or data	were divided into	They were divided into four groups, which received 1, 2, 4 or 8 sets of words.	D15-1134_s-3-7-4-1
Description of the process	were sent	Third, a subset of the resulting sentences were sent to a validation task aimed at providing a highly reliable set of annotations over the same data, and at identifying areas of inferential uncertainty.	D15-1075_s-3-4-4-4
Description of the process	to prevent	This is to prevent fatigue over a period of time.	P14-2007_s-5-6-2-2
Using methods used in past work	based on * proposed by	This procedure is based on the WSD algorithm proposed by CITE-p-8-1-1.	S07-1088_s-5-1-0-0
Reasons why a method was adopted or rejected	was employed since	This rather large window size was employed since the sample sizes for each word were relatively small, often no more than a few hundred instances.	S07-1087_s-3-4-1-2
Description of the process	was carried out	This removal was carried out on both the transcripts and audio.	E17-1030_s-6-3-0-1
Description of the process	to compare	To compare with prior work, we use different experimental settings.	P17-1092_s-10-3-0-1
Description of the process	to increase	To increase their significance we double their raw count values.	S18-1030_s-4-4-1-8
Methodology used in past work	the most popular methods	Two of the most popular methods to create such a mapping include: global matrix factorization and the local context window method.	S16-1144_s-8-1-0-2
Description of the process	to compare	Two separate tests were done, one to compare the means for each student individually, and one to compare the means across all students.	P11-3017_s-4-12-1-1
Description of the process	were asked to	Users were asked to answer questions like “Do you smoke?”	D17-1240_s-4-3-1-1
Description of the process	were searched	Using the above approach for Chinese-English, 185 candidate sites were searched from the domain hk.	A00-1004_s-9-1-0-0
Description of the process	in order to remove	We cleaned the corpus by applying a language detection tool (langdetect 2 ) to each sentence, in order to remove sentences which are too noisy.	E17-4012_s-5-1-0-5
Description of the process	in order to establish	We derived the test set from the user set in order to establish accuracies of our model over the application domain.	N15-1044_s-5-1-0-4
Criteria for selection	criteria for selecting	We established the following criteria for selecting textbooks and texts:	E09-3003_s-4-1-3-2
Description of the process	and then	We first discuss the feature set and then the algorithm.	D10-1032_s-7-1-1-1
Description of the process	were gathered	Web queries were gathered from online sources of real-world queries.	S14-2003_s-7-1-1-8
