What is found or suggested in past work	sentiment classification helps improve	Previous studies have shown that using additional contexts for sentiment classification helps improve the performance of the classifier.	P18-1236_s-3-1-0-0
What is done in past work	variety of different	Previous work has focused on a variety of different meaning representations.	D10-1119_s-13-1-0-0
What is found or suggested in past work	A Anderson	Qualitative and quantitative studies (Garrod and A. Anderson, 1987; Pickering and Garrod, 2006; Reitter and Moore, 2014) have revealed that the alignment of linguistic elements at different representation levels between interlocutors facilitates the success of task-oriented dialogues.	P17-1058_s-5-1-0-1
What is done in past work	what makes	Recent work (CITE-p-15-3-10, CITE-p-15-3-9) also examines what makes an informal social media argument convincing.	E17-1070_s-3-1-2-0
General introduction to past work	and such	Recent work has revealed that the overloaded use of representations makes model training difficult, and such problems can be alleviated by explicitly separating these functions (CITE-p-20-3-22, CITE-p-20-1-0, CITE-p-20-3-18, CITE-p-20-3-8, CITE-p-20-3-24).	Q18-1011_s-5-4-1-6
What is found or suggested in past work	results on identifying	Recently, several studies have reported results on identifying different types of dementia with NLP and speech recognition techniques.	P16-2030_s-2-3-3-0
General introduction to past work	proper name	Recently, van CITE-p-20-3-9 has highlighted the importance of proper name generation.	E17-1062_s-3-1-1-0
History of the related topics	Research in building factoid	Research in building factoid QA systems has a long history.	P09-2040_s-3-1-0-0
What is done in past work	query expansion by	Researchers have considered tag-tag relationships for personalized query expansion, by selecting the most related tags from a user’s profile (CITE-p-18-1-0, CITE-p-18-1-2).	D16-1067_s-6-1-0-2
What is done in past work	classifier to select informative	Scientific article summarization was first studied by (CITE-p-18-5-6) in which they trained a supervised Naive Bayes classifier to select informative content for the summary.	D15-1045_s-3-6-1-0
History of the related topics	attracted considerable research	Semantic parsing has attracted considerable research attention in recent years.	P16-1073_s-3-1-0-0
What is done in past work	to action-item detection	Several researchers have considered text classification tasks similar to action-item detection.	N07-1041_s-20-1-0-0
What is done in past work	2014 Sadeque et al	Several studies have investigated the chances of predicting continuous participation in SNSs such as MOOC and health care forum (Rosé and Siemens, 2014; Kloft et al., 2014; Ramesh et al., 2014; Sadeque et al., 2015).	P16-1114_s-17-1-4-0
What is done in past work	composition of distributed representations	Several studies have investigated the use of symbolic representations (such as dependency trees) to guide the composition of distributed representations (CITE-p-20-3-3, CITE-p-20-3-21, CITE-p-20-3-4, CITE-p-20-3-13).	N15-1118_s-17-3-6-0
What is done in past work	is a bottleneck	Significant improvements are reported using this approach but the need for large manually aligned data is a bottleneck.	N06-1013_s-12-3-1-1
General introduction to past work	outperform language-only	Similar to previous findings (CITE-p-11-3-1), we observe that our specialized embeddings outperform language-only as well as other multimodal embeddings in the downstream tasks of interest.	D17-1097_s-3-1-0-5
Comparison among past work	compose a	Similarly, CITE-p-15-1-7 compose a story out of multiple short video clips.	D16-1091_s-3-3-1-1
Comparison among past work	opinionated sentences	Similarly, CITE-p-20-3-9 utilized a SVM classifier to recognize opinionated sentences.	D12-1036_s-17-1-2-2
General introduction to past work	that addresses nominal semantic role labelling cite-	Similarly, there is a small body of literature that addresses nominal semantic role labelling (CITE-p-18-1-12) and nominal subcategorization frames (CITE-p-18-3-10).	D14-1056_s-3-1-1-2
What is done in past work	cite- which show	Some pioneering systems using this approach are (CITE-p-11-3-1) and (CITE-p-11-3-6), which show a low performance.	E14-2021_s-3-1-0-2
History of the related topics	Word Representations	Sparse Word Representations While cooccurrence matrices and their PPMI transformed variants are early examples of sparse representations, recent work has leveraged Nonnegative Sparse Embedding (NNSE) (CITE-p-26-3-19).	N16-1142_s-23-1-1-0
What is done in past work	while cite-	Specifically, CITE-p-13-3-5; CITE-p-13-3-23 uses an LSTM for the sentence encoder, while CITE-p-13-3-7 uses a bag-of-words to represent sentences.	D17-1253_s-6-3-2-3
What is found or suggested in past work	can enhance student learning	Studies have shown that social interaction with teachers and peers (e.g., substantive conversation) can enhance student learning experience and improve learning outcomes.	P17-1150_s-3-1-2-2
What is found or suggested in past work	overload Whittaker	Such studies have highlighted how managing multiple ongoing tasks through email leads to information overload (Whittaker and Sidner, 1996; Bellotti et al., 2003), especially in the face of an ever-increasing volume of email.	N10-1142_s-3-1-0-1
Summary of past work	discourse characteristics	Such studies make use of syntactic style, discourse characteristics, as well as lexical choice.	Q16-1004_s-3-3-1-1
What is done in past work	Jurafsky 2004 did	Sun and Jurafsky (2004) did the preliminary work on Chinese SRL without any large semantically annotated corpus and produced promising results.	D15-1186_s-13-1-0-1
History of the related topics	has been studied extensively	Supervised NE Tagging has been studied extensively over the past decade (CITE-p-16-1-1, CITE-p-16-1-0, CITE-p-16-1-7).	P05-3015_s-3-1-0-0
Comparison between the present and past work	we do	That is, unlike CITE-p-13-1-5 we do not learn word embeddings and unlike CITE-p-13-5-0 we are not restricted to input sentences.	K17-1040_s-3-3-8-4
What is done in past work	targets in	The algorithm by CITE-p-15-3-1 identifies coreferring targets in newspaper articles.	P10-2049_s-4-4-2-1
What is done in past work	in sentence extraction	The application of PageRank in sentence extraction was first reported in (CITE-p-12-1-3).	P06-1047_s-3-1-6-0
History of the related topics	of cite-	The frames of CITE-p-23-6-6, schemas of CITE-p-23-6-11, and scripts of CITE-p-23-6-12 are early examples.	E14-1024_s-19-1-0-1
What is done in past work	the MSRCC	The idea of a book excerpt completion task was originally introduced in the MSRCC dataset (CITE-p-11-3-15).	P16-1144_s-3-1-3-0
What is found or suggested in past work	strips away important	The normalization task has been criticized by CITE-p-18-3-13, who argues that it strips away important social meanings.	D13-1007_s-3-1-0-3
What is done in past work	Li and Cardies 2014	The problem of user life event extraction was first studied by Li and Cardie’s (2014).	D14-1214_s-16-4-1-0
Summary of past work	pairs feature have been	The word pairs feature have been studied by all of the work above, showing its importance on discourse relation.	P16-1163_s-17-1-2-6
What is done in past work	offline speech	The work in (CITE-p-15-1-7, CITE-p-15-1-5) also examines the impact of segmentation on offline speech translation of talks.	N13-1023_s-3-1-1-1
What is found or suggested in past work	polarity or	Then, they have identified the polarity or sentiment of the fact using Naive Bayes classifier.	S14-2063_s-3-3-2-2
Summary of past work	only a	There are only a few of such studies using NLP techniques.	P18-1066_s-18-1-0-2
General introduction to past work	features for Chinese word	There are relatively few attempts to use linguistically motivated features for Chinese word sense disambiguation.	P06-2118_s-9-3-1-0
General introduction to past work	works on understanding the	There are relatively few published works on understanding the semantic structure of web queries.	P10-1136_s-4-1-0-1
General introduction to past work	the topic of coreference resolution	There exists a large body of literature on the topic of coreference resolution.	P04-1018_s-15-1-0-0
What is found or suggested in past work	these features do	They have demonstrated that these features do not help the identification in isolation.	S15-2113_s-3-3-0-1
What is found or suggested in past work	types of	They have identified several types of bridging relations like set-subset, event-argument etc.	P18-2011_s-4-7-2-6
What is found or suggested in past work	model yields improved	They have shown that their model yields improved results in language model and question answering.	D17-1055_s-4-1-1-2
What is found or suggested in past work	these among	They suggest that these, among other NLI datasets, contain statistical irregularities.	N18-2082_s-7-1-0-2
History of the related topics	Understanding Conference DUC and	This is reflected in the query focused tasks run in the Document Understanding Conference (DUC) and Text Analysis Conference (TAC) over the past decade.	D14-1075_s-3-4-2-1
History of the related topics	related to	This research is also related to early examples of learning bilingual lexicons using monolingual corpora (CITE-p-14-3-12, CITE-p-14-3-4); the latter used CCA to find matched word pairs.	N15-1028_s-11-3-2-0
What is found or suggested in past work	that discourse-informed MT	Thus, there is consensus that discourse-informed MT evaluation metrics are needed in order to advance research in this direction.	P14-1065_s-3-4-0-1
What is done in past work	information cite-	To add lexical information, CITE-p-17-5-10 used multilingual word clusters, while CITE-p-17-5-17, CITE-p-17-3-8, CITE-p-17-5-7 and CITE-p-17-3-9 used multilingual word embeddings.	Q16-1031_s-14-1-0-3
Summary of past work	syllable weight	Together, these experiments suggest that syllable weight eventually encodes everything about word segmentation that dictionary stress does, and that any advantage that syllable weight has over observing dictionary stress is entirely redundant with knowledge of word-final codas.	D14-1091_s-4-9-1-0
What is done in past work	Turning to	Turning to parsing, most work has utilized uncertainty sampling (CITE-p-20-1-18, CITE-p-20-1-9, CITE-p-20-1-17).	N04-1012_s-17-1-1-0
General introduction to past work	of this	Twentieth-century linguistic work on Chinese (CITE-p-13-10-1, CITE-p-13-14-4, CITE-p-13-14-9, CITE-p-13-14-9, inter alia) has revealed the incorrectness of this traditional view.	J96-3004_s-2-7-2-2
Comparison between the present and past work	refer to	Unlike CITE-p-15-3-13, we refer to multiple knowledge sources for definitions of medical concepts.	N18-4011_s-3-1-0-8
Comparison between the present and past work	not require	Unlike CITE-p-16-1-16, we do not require target domain labeled data.	D10-1017_s-11-1-0-2
What is found or suggested in past work	financial news can	Various studies have found that financial news can dramatically affect the share price of a security (CITE-p-22-1-5, CITE-p-22-3-12).	D14-1148_s-19-1-1-0
What is found or suggested in past work	in practice these methods	While simple, in practice these methods have been found to perform poorly (CITE-p-23-8-4).	P15-1036_s-4-1-2-4
History of the related topics	segmentation has received steady attention	Word segmentation has received steady attention over the past two decades.	N16-1028_s-3-1-0-0
What is done in past work	on automated genre classification	Work on automated genre classification was first carried out by CITE-p-15-1-19.	E12-3002_s-3-1-0-0
