Reference to tables or figures	for Sieve using the	The bottom half of the table shows cross-domain experiments for Sieve using the lexical heuristic at the end of its rule set (LexEnd).	P13-2015_s-10-6-1-1
Description of the results	comparisons are significant at	The comparison between dep1-L and dep1c-L is significant at p < 0.05, and all other comparisons are significant at p < 0.0005.	P08-1068_s-10-5-0-1
The aim of the paper (again)	The extracted 10 words	The extracted 10 words were compared with the manually labeled keywords.	P07-1070_s-18-1-1-3
The aim of the paper (again)	in the SILC translation	The grammatical channel was tested in the SILC translation system.	P98-2230_s-10-1-0-0
The aim of the paper (again)	1 core and 5	The hardware was tested with 1 core and 5 cores.	P15-2063_s-10-4-0-1
Description of the results	with extensive formal training	The mean score for those with extensive formal training was 90.9%.	N18-1175_s-13-1-1-4
interesting or surprising results	this graph is the	The most striking fact about this graph is the tremendous efficiency of the extension model.	P95-1030_s-8-6-0-1
interesting or surprising results	was achieved by the	The most surprising finding is that the best performance was achieved by the unlexicalized PCFG baseline model.	P03-1013_s-13-1-2-0
The aim of the paper (again)	creating this subset model	The purpose of creating this subset model was to simulate a resource-poor language.	D09-1040_s-7-1-0-4
The aim of the paper (again)	if any patterns consistently	The purpose of this evaluation was to determine if any patterns consistently produce poor questions.	P14-2053_s-9-1-0-1
The aim of the paper (again)	   	The purpose of this stage was to correct obvious mistakes.	P13-1069_s-5-6-0-4
The aim of the paper (again)	between WSI of different	The purpose of this test was to demonstrate possible differences between WSI of different word class combinations.	E06-1018_s-6-6-0-2
Reference to tables or figures	Tables 5 6 and	The results are presented in Tables 5, 6, and 7.	D17-1204_s-13-1-0-0
interesting or surprising results	challenging English-Chinese pair were	The results for the more challenging English-Chinese pair were more surprising.	D15-1128_s-10-1-0-3
Description of the results	the sciences and humanities	The results indicate that the sciences and humanities share several topics.	D15-1179_s-16-1-1-0
Description of the results	time-aware embedding outperforms all	The results indicate that time-aware embedding outperforms all the baselines consistently.	D16-1260_s-9-1-3-2
Reference to tables or figures	The results with this	The results with this setting are summarized in Table 5.	D07-1033_s-12-1-4-2
Reference to tables or figures	The second half of	The second half of the table illustrates Cannot-link tuple rules.	D13-1040_s-10-6-2-5
Reference to tables or figures	improvements over Local are	The significance levels of the improvements over Local are highlighted in Table 4.	D09-1018_s-13-4-2-5
interesting or surprising results	The sixth row is	The sixth row is interesting because Dave Toub is indeed affiliated with the Chicago Bears .	P12-1072_s-15-8-2-7
Reference to tables or figures	statistics for this data	The statistics for this data are presented in Table 1.	D08-1023_s-8-1-0-1
Reference to tables or figures	The statistics of the	The statistics of the datasets are summarized in Table 1.	D16-1171_s-10-1-0-1
Reference to tables or figures	on the test data	The table also illustrates three baseline results on the test data only.	D08-1030_s-13-3-1-3
Reference to tables or figures	shows the results on	The top half of the table shows the results on the English evaluation set.	P17-1009_s-23-1-0-1
The aim of the paper (again)	development and the test	The validation set was used to estimate performance during algorithm development and the test set was used to generate the final results.	D12-1069_s-19-1-1-6
The aim of the paper (again)	to generate the final	The validation set was used to estimate performance during algorithm development, while the test set was used to generate the final experimental results.	D12-1069_s-17-1-0-6
Description of the results	between C2 and C1	There is a significant increase between “C:±2” and “C:±1” models.	P11-1139_s-17-1-0-5
Description of the results	in performance across different	There was a significant difference in performance across different relations.	S07-1082_s-7-1-0-1
Description of the results	in learning gain between	There was no significant difference in learning gain between conditions.	P10-2009_s-4-1-1-1
Description of the results	examples representing that class	There was positive correlation (MATH-w-9-1-3-33) between the F1 score for a given class and the raw number of training examples representing that class.	S16-1074_s-9-1-3-1
Description of the results	in score line 5	These features cause no significant difference in score (line 5).	D09-1076_s-11-6-4-3
Description of the results	single document text summarization	These metrics were shown to perform well for single document text summarization, especially for short summaries.	S14-1010_s-14-1-0-4
Summary of the results	unlabeled data yields significant	These results indicate that leveraging unlabeled data yields significant improvements.	S14-2120_s-13-7-3-1
Summary of the results	generates responses with higher	These results indicate that our MGL generates responses with higher quality.	P18-1137_s-14-5-0-5
Summary of the results	the topic modeler separates	These results indicate that the topic modeler separates topics very efficiently.	E17-1033_s-16-1-0-2
Summary of the results	quite well with both	These results show that PRINCIPAR compares quite well with both CFG parsers.	J95-2005_s-12-6-1-3
Summary of the results	stage 2 is central	These results show that stage 2 is central to the aligner’s success.	D15-1111_s-16-1-1-4
Summary of the results	modelling ambiguity classes as	These results show that the LexHMM is modelling ambiguity classes as intended.	E14-1013_s-10-4-2-2
Summary of the results	is estimated to improve	These results suggest that rewriting is estimated to improve translation quality.	P13-4015_s-7-4-1-0
Description of the results	of the spareness of	This did not affect to English results because of the spareness of “vague” links.	S10-1063_s-18-11-1-6
Reference to tables or figures	2 where row B-opt-F	This is highlighted in Table 2, where row “B-opt-F” contains the best results optimizing the entity F-measure (at MATH-w-12-11-1-73), row “B-opt-AV” contains the best results optimizing ACE-Value (at MATH-w-12-11-1-93), and the last line “Twin-model” contains the results of the proposed twin-model.	N07-1010_s-12-11-1-1
Reference to tables or figures	This is indeed the	This is indeed the case, as can be seen from Figure 6.	P11-1028_s-10-8-2-3
interesting or surprising results	these two SE-types constitute	This is interesting because these two SE-types constitute the broader SE category of generalizing statives.	P07-1113_s-20-1-1-1
Reference to tables or figures	is not always true	This is not always true, as shown in Experiment I.	D07-1066_s-11-1-0-5
interesting or surprising results	trying hard to find	This is very counterintuitive, and we are still trying hard to find its real cause.	S18-1176_s-17-1-0-5
The aim of the paper (again)	the test word perplexity	Trigram models were used to compute the test word perplexity.	J09-1002_s-17-4-0-2
The aim of the paper (again)	relations in Freebase 2009	We aimed to extract facts of the 92 most frequent relations in Freebase 2009.	P13-2141_s-9-1-0-0
The aim of the paper (again)	different domains as possible	We aimed to include as many different domains as possible annotated under compatible schemes.	N10-1004_s-10-1-0-0
Description of the results	tune on the gold	We allowed our model to tune on the gold data, which surprisingly did not increase performance particularly much.	S17-2021_s-12-1-0-4
Description of the results	English in the modern	We also notice a significant increase in similarity between Romanian and English in the modern period.	D14-1112_s-14-1-1-7
Description of the results	improvement when the alternative	We found no significant improvement when the alternative was used.	N04-1010_s-8-17-2-3
Reference to tables or figures	the results are similar	We see from this table that the results are similar across the two tasks.	P12-1063_s-19-1-0-3
comparison of the results	two online learning models	When comparing the two online learning models, it can be seen that MIRA outperforms the averaged perceptron method.	P05-1012_s-10-5-1-6
Description of the results	RTE component incorrectly classified	Where suitable evidence was found, the RTE component incorrectly classified 13.84% (MATH-w-22-1-0-117) of claims.	N18-1074_s-22-1-0-3
